result,Gold_Advantage_and_Towers,Vision_Control,Combat_Metrics,Grubs_and_Herald,Herald_Control,Herald_and_Grubs,Laning_Phase_and_Early_Baron_Control,Early_Macro_and_Objective_Priority,Elder_Drake_Control
1,1.3039499959984044,-1.4797028473500093,2.1954166529246777,-0.7477954165431112,2.341026262942647,-0.01995334170820396,1.0684787042390163,0.09460847628188795,0.536454896960912
0,2.4099013852065223,-2.571185823510348,0.06502367142612625,2.277387644261005,-1.2329032403050684,0.5338952296459357,-1.143571420413552,0.3836764208920247,0.7527275425974146
1,-1.4860053518534684,-3.595216407197868,1.3686582100156597,-1.788446709726643,0.7852243692554123,0.043836196210938316,1.7409922141207015,-0.5554870628611226,0.2844368370230766
1,4.004646354382689,1.2401703852160588,-3.516623958461618,1.2406367822858315,-1.1190761240687286,1.3962018717050735,-1.7199609661108402,0.026402750379821645,1.911237218578605
0,-7.2114077375156915,1.2895848684745221,-2.1122476434626316,-2.320115688118427,-1.051199179546211,-0.38426785815087505,1.9745429695497305,0.7098004113544227,1.4118820609564662
1,4.648091590441321,-1.1245795694655678,-2.744307229019502,-1.5281293185494123,-1.6257733477370733,-0.5876061719372502,0.19562508104901374,0.7959895808394628,-0.5918363517293082
0,-6.508020533544244,-0.8034097295665293,-1.7534967198817004,0.604466836711475,-0.34949763415553936,1.6613444179064911,0.2790369831576883,-0.9473015266040808,-0.18971561424107705
1,6.3677920296153445,4.160964290934766,-2.384093339754647,2.239439378779475,0.40209189722799854,1.143207010284007,-0.3090712408190766,-0.5648997221857367,-0.11149903562018147
0,-8.261147386337656,3.9742403130181083,-1.0649254495186828,-3.225172278387301,-1.057306321098198,-0.9428768965345286,0.15668632611625302,0.4169333767499075,-0.21126376526655838
0,-7.306974579684595,7.888171558201074,6.10922043831838,-1.34491680768099,-0.21260256674829553,-0.6272305037856765,-1.634803517099313,1.6912085081317667,-0.43280613976591337
1,9.424535237346948,9.900723588561332,4.023112394839133,0.9719749958573635,0.7547588403997992,-0.021823566790994686,0.855371263983273,-1.7843747145162443,0.027384359682923267
1,6.545240317600277,3.391695766689514,-1.9511259854811838,0.5757316606445676,0.504442599118009,-0.16539727639871793,-0.505145366999261,0.9158175229337715,-0.4155042926437491
0,-7.344468555191422,3.0072873109036697,-0.49045851026804405,-1.0559846695591453,0.33539701104423314,-0.3177027809331025,-0.09711506967309087,-1.32867048189569,0.5645591234255685
0,0.6045176242105132,-0.22669683907388602,0.5024990381924828,4.620992801561045,0.957595924637001,-0.4101085018480714,-0.60301365382873,0.17565194575757004,0.5687688687376857
1,0.10854281261067746,-1.78768235864597,1.8324602429776293,-4.1029645745911765,1.6379057461493833,-1.5047307749687413,-0.9240173169015649,0.023198562693832005,0.5716300438142984
0,1.1204792261304248,-1.7424493611474319,-0.3749003464165855,3.3506955235309364,-2.068739773856835,1.5641966559836171,0.05708882984216982,-1.813835574943744,1.9730801877573507
1,-1.5571869889281043,-3.2754818714233704,1.1373734738269734,-3.861914129187397,-1.4550105553042156,0.508442388823661,1.1116804530391482,2.0856884068847514,2.0136970756473347
0,-7.033939168038832,-0.06302126146753166,1.1662950837577413,-1.8691092413906498,-0.2875917069531964,-1.1066746816607718,1.3921386351429115,0.24887604516057832,0.23938242340740862
1,6.92593818309671,0.2908689189687797,-0.6886431829118002,1.9315174504373016,0.003679635286915908,1.2265139669717395,-1.3485345220979201,-0.23819103397097352,0.9873611605182473
1,1.5745421753036808,3.064768289505615,-3.4867292695460423,-0.7270343635616855,-0.9442432550070184,-1.9779351594406416,1.3311686760181753,0.6666169326522574,1.2967840310046577
0,-4.858008846539279,3.3827606925000926,-2.9978991266637265,-0.2851716565299601,-0.17053630004848636,2.3087281752815034,-1.631508341514651,-0.016811229656799945,1.5032309456305333
1,5.197406171586044,3.0694837693696284,-1.815397355909696,-1.3327936579148756,2.0250947585050083,1.4076466256166213,1.2987208606205025,0.23606164841634966,0.17479915571769453
0,-6.478581874133239,2.7357833818440853,-1.1833206846365365,0.6719097270266167,-1.898926747042874,-1.6546459003843879,-1.878484582349811,-0.18515201699159067,0.6951184576262169
1,6.738239861629719,6.320507004860849,-0.38417072901661786,2.704752266533197,0.566105644941468,0.8878331836570652,0.9703756545289655,0.27033401166564336,0.5471665044392565
0,-7.131458794908516,5.008002093875548,1.2726214745464997,-2.8080699707008447,-0.18822228775352712,-0.9530125585030296,-0.7600002115841249,-0.3956123562094438,-0.13322879540935748
1,2.3625494630533783,-1.421830787247999,-0.19103169983498522,1.298580225598391,1.2564098493132274,-2.9546420688629693,1.9169651691362009,0.8390652429658367,0.13567138928883862
0,-2.7267968737419364,-0.6317081585666776,0.463199507062745,-1.137240319888278,0.45087273923561766,1.5277338036260562,-3.0094636985443857,-0.7497965466135204,1.0044814616546973
0,-2.950948977926902,1.1622051963975377,-4.593549781854769,2.085720120685315,0.7710679807315258,2.8141262015415203,-0.5515466684443796,1.000904471435912,1.0028727655427376
1,-0.5243161594466371,0.21610900674420327,-4.163108448124691,-2.9988521769836494,-1.3850096812901687,-2.689053478001218,0.23854693336226768,-0.6277498560354203,1.1458454730288312
0,-8.612278712408099,6.492315398660024,3.039697839569935,-1.9876061550426714,0.40191746841791015,-1.1773589543789793,-2.791847154591829,0.1554745132810156,0.20234813044183847
1,9.065820764515482,8.408299228893446,1.3002846040116325,2.162742256682042,2.1135188486404846,-0.4553323266651596,1.717580016248155,-0.046199888998413555,1.6330678070518112
0,-8.364340366160052,2.4480079395814838,-1.9990282917225286,-0.6587065505778402,0.20422945698197012,0.4557293790571158,-2.6436506698817213,0.9685513853139587,0.8736752255766029
1,5.591029020784014,3.8200318079920796,-3.5068487718566956,-0.1723653895287452,0.6121347838821972,-1.4580038055696691,1.4445932083230024,-0.5266125833116702,0.8820036476962634
0,-7.540099840012251,5.390771887564895,0.7929069859393648,-1.488426870122623,-0.7937571904704518,0.760202371360093,-2.0508957369862073,-0.4816932157559423,0.25547647670577406
1,6.613956856257101,5.601191915882923,-0.8121543693344689,0.9645829127876422,1.1603688584897718,-1.0660496354053925,1.6790982218235473,0.5166223341500639,0.7755910869392637
0,-0.2580162007057254,0.10264987305779205,-0.31846654075525904,0.9337544898284434,-2.5646821061538065,0.09564761881320209,-0.807904797863181,1.1673110448956856,-0.12247471769829059
1,0.16707614796183431,-1.6609489133323663,0.5726878667043306,-1.3930096904882923,1.3814059090089008,0.5056139740754064,0.9068353651613758,-1.321497272334984,-0.031463381139966815
0,-5.339950849073094,1.8349477658469944,3.111796383358547,0.641008024777895,1.6653806060293401,0.423225189652717,-3.2900655437074158,0.11660968973521582,-0.6477658047521205
1,7.088058010731596,3.0016355435899915,1.0241847985626251,0.08519647833833359,2.136415966899106,-2.765162067020747,1.666655971743514,-0.3721070318154558,0.6604710154796382
1,2.2771575313497996,2.8859618194969094,-0.8116910314987039,-0.750111296695406,0.29344584549200486,-2.5407767790808564,-1.5786266246260077,-0.20234534257750647,-0.27663614163883193
0,-2.462520210300045,3.719813598309606,-0.3953489584567128,1.0487343965369724,2.829820384002338,0.6551267808525185,0.4036602245002668,0.14778047554352752,0.0054252316377477
0,-0.9495625716609501,-2.962402564916363,0.5654616749198184,2.666175937292748,-0.3984206501488786,-0.8933114305887434,-2.509828818275819,0.6698470705397931,-0.8304102651680327
1,1.5455119281185485,-2.843911743991781,0.5847023737514644,-2.2565956982928697,2.336489350351585,-0.4854329631979151,1.3966626512909759,-0.7423941250755325,0.7843634983908169
1,3.298966143688854,-2.7951695207218736,2.873967114790514,1.7435438121997489,-0.18770199530130446,-0.5399328655290024,0.6228373785044277,-3.2702931367687205,0.8135712268933006
0,-1.536595823580367,-3.531741027876045,2.83176562775492,-0.990993602872109,0.7645749675917577,-0.08842032776930493,-0.9523945114440278,3.7071668118030594,0.05320572524421763
0,-4.600470100880988,2.0395569079245206,1.764121656593178,2.6437142271236027,0.3943604616481882,-1.9436791020077686,-2.878643289509047,0.6504670888189569,1.4957215422092627
1,5.2217240631780175,1.629248442313443,1.7191146470753844,-2.2528781337787382,3.252177572500552,-0.7739227044585398,0.591110088753123,-0.34875460169551914,1.248319866807559
0,-2.040392991747904,0.3476073159855102,1.6523624633748912,2.52359522098618,-1.703436803953796,-0.6015998466764866,-0.6306753939389393,0.27852167179103243,0.13297906034652807
1,3.0177610749502235,-0.9161161090910526,2.287509281470949,-2.5297792913379844,1.3877119931188413,0.6103651894844034,0.48131314282954696,-0.14011551557598204,-0.21477000996843482
0,0.41608253137964896,5.578097585974196,7.370523810805316,3.4894434296753967,0.3279327336482263,-1.843114135763212,2.137771013424777,0.46565859609986754,0.08664452478044514
1,4.256369049237703,4.938470724842361,8.021356380275334,-2.593267830561916,0.8518268167368241,1.1997194228687764,-2.321650889947593,-0.7085477121149141,0.18697895505772924
0,-0.4131779497449452,0.23095370330321824,1.1065534875340357,0.42280280631926,-1.8074969369067861,-1.1259258086304713,-1.9232720598921853,-0.4214726033307119,0.3355838247648902
1,0.30483069061914525,0.7624982662547194,1.525422733046261,-0.7266870273022025,0.9653967530279765,1.2854689065767824,1.7441567118619457,0.9561684718683398,0.5363868901108112
1,1.3141660151222923,-3.263199072724809,0.3722330825851054,-0.3845954452037493,0.5961878836343025,-2.687601167429587,-2.3384117742910613,-0.3459076405259631,0.2533616611811103
0,-1.0645851467272862,-2.064553106282306,-0.2254707251054687,1.2802006121354246,2.7207001006050007,0.3654964847454315,0.8376926652242347,0.6073156029404604,0.36940448846461826
0,-1.962747834105092,-6.797409829783561,3.649139485406927,1.2825412209283464,2.6421166678900745,-0.0852077544355393,0.47941964270317217,0.5643213592046603,3.7246222413143255
1,5.166772712100675,-8.61038947362802,3.503558065602116,1.3522293202892859,1.229704345318979,-2.2166550206049345,-1.575593741854145,0.2158225250147044,4.116784740292498
0,-1.917510375421548,-1.017859560873568,-0.6920019528930392,0.48991473660164797,1.075612757047345,1.5011759910270874,0.8897879663596991,-1.2681870490846183,-1.448100612761136
1,1.6164742009923874,-1.370649331381094,-1.0356117525692952,-0.9995541006500219,-1.737899271300875,-1.200109729919669,-0.8191280495909538,0.8939971358097434,-1.62294227163572
1,5.149319868143707,4.32203098102175,4.532224298534591,-2.2233079435976446,1.4029781055354351,-3.4640245729573054,-2.8746618278656624,0.2532227016432222,0.7280508071671894
0,-1.7051877494103629,4.396812258553273,5.2344754381691345,3.752806931831289,4.637754037690082,-0.3901100795685996,0.43074748936335183,-0.43815626803344865,1.1401780543677345
0,-2.900125918906071,0.40094705712312395,-1.9108739574755473,0.8769272457608059,-0.06901934207768039,-2.451155547132119,-0.24834343745957993,-0.4110703208129376,0.9892159635295876
1,1.386372525061717,0.02159007919553401,-1.8032101025996938,-0.3389267789381267,2.2199217674808445,0.9981019377360033,-0.4674543179671584,0.8394056066437778,0.76059198773858
0,-3.632177720902695,1.7477829678527057,0.2320977593383839,1.0753043093869006,0.062151915593574796,-2.248889875426618,-2.0843286211577574,-0.6590993487140786,1.5010971601036216
1,3.4106349917335708,2.8117079115901387,-0.4947596169621075,-0.5035615615303972,2.872920505704545,0.4082049389550389,0.7955523058290308,0.8712414980221178,2.006426496352922
1,3.7571600453615037,5.710365259315286,-1.416907422123003,1.4153208461410973,0.47593851777934815,-0.8509905904395807,0.14554889755541672,0.5654977819747984,0.8551598376967584
0,-4.93095589843492,4.633298913409984,-0.34794009356483707,-0.8152850908309808,1.7158586977891868,-0.2654731130847539,-0.17683001171109758,-0.5239669966009505,0.947755523929272
0,-4.644821594894226,3.589216280529381,-1.0520216796475677,0.20192755871858667,1.1278384430298223,0.9282449244828916,-0.07055269897403726,-0.577832951557351,0.45580378419962797
1,3.138428533470309,2.3151431545997183,-1.7989501787320985,-0.7616528365015145,0.12575730400091087,-2.0428767719597953,-0.995959093043187,0.6528177028964178,-0.5066185082132381
1,6.4822164961527875,-0.18709099831911305,2.449993737055364,-0.4822326130175031,-1.2074629430282937,-0.3152675993304533,-0.5771515364388171,0.3296120086691877,-0.5142362481270514
0,-4.3078354424944,-0.3053965949502653,4.3309884176403655,0.15503064715795203,-0.6342591153436502,1.3720969685972813,1.0138357710982895,-0.8177870200781773,-1.0466232540962987
1,6.285160963217417,1.4966295142966797,-1.572727442698341,1.6626477105929216,0.01866902538612208,0.748291340343942,0.15149262970551824,-0.7947327218652787,1.4991436464872714
0,-7.038712873981313,0.10595212588149754,0.10573901662000076,-1.8653412642121514,0.09332413576649543,-0.863548039760896,-0.4019487092795018,0.8215986541779895,0.6956631678329631
0,-2.70559492606893,1.6624836660454445,3.491576390904651,0.40218498526855745,2.2106510693495403,0.19386461125015536,-1.1328949877133283,-0.3445285624503445,0.43879887634792014
1,4.5921845848833165,2.9649857861218463,2.432844921401086,0.17307564987981064,-0.19531133413684038,-1.4583165763514283,0.24872277482115118,0.20438952257776555,0.9092338791479656
1,4.221092463445333,2.569290243516714,-2.809308472981361,0.4414675306658792,-1.709362929677429,1.1916520012385519,-0.8899209650977548,-0.34746692303514576,-0.22625363976663984
0,-6.452131163663857,1.047863512107242,-0.9396491097822299,-1.7303041006027715,-0.5769276079800162,-0.23721259203859216,1.1673933948335178,0.49737350838761996,-0.8794986269277566
0,0.23948963635858128,0.5170366130852182,-1.1899901625548641,3.171947442582576,4.77062366842209,0.5359511965597543,-0.24895736545635938,0.9049694494854655,0.2451796402556315
1,0.11014943282257512,0.5328320976633354,-0.9669620553794506,-1.6871222628989988,0.7930051328437896,-3.5348579290932065,-1.2336031951087285,-1.2036186817761632,1.7310184470041299
0,-3.856388545759491,-2.3764845839422724,-1.9108826837715753,0.9149445528616865,1.5376127803207627,1.0058501641349769,0.34879686143009636,1.9151382087626359,0.1277265931170812
1,2.8738533862034115,-4.381273681657862,-1.9303016624919405,-0.765320194404379,0.41964397895653216,-2.510902847392531,-1.6750418621736884,-1.7634087416787472,0.06706112157850008
0,-0.9035722136775457,-3.512782149639549,0.1515553784444744,0.24754390139636093,0.30470382075744346,1.4815509555610433,0.6518066257306113,1.0847055727202397,-0.23747418506386878
1,1.3379289676473662,-4.0197149241304855,0.7705657177251368,-0.3966038076554891,-2.1884482143145214,-0.47643063007473807,-0.18221169143435614,-0.8486034310235374,0.022061579162176537
0,-0.40931106912864956,0.5913002019013366,2.7624746665182474,0.8076207459522177,1.4656065007697048,1.5393339459045046,-2.3708055347408794,1.7167841060293103,-1.1593605523826147
1,2.5654577034590837,1.1314324174031074,2.5588138839731585,-0.08876276099996377,0.6241416981898615,-2.8097624764766356,1.6564789889292266,-1.922712981722703,0.40437867058894106
1,7.189597510358421,2.141822424073457,-4.0915456169004445,-0.34123638440040943,0.9577959332125109,-0.9929889740366385,0.6298713507708097,-0.8696686557171841,2.3977035667436173
0,-8.997199138472647,1.231738943092219,-2.2541828374597244,0.5269400848776511,0.7979548775768835,0.23993936071038066,-1.1605427401745008,1.1340070346175621,1.919352127329575
0,-1.862182964125022,-2.368762676752999,-0.2309103900343247,0.21896972550237886,3.0646002731161657,-0.1188446850466275,-1.1232532510701512,-0.49109324287402967,0.7365846446083824
1,2.434641822176355,-3.845026892949572,-0.57930072453688,0.8280491965631447,2.539869079243197,-3.701364688567209,-1.7587472030081222,0.8379913423836683,-0.1377601631649356
0,-4.366847497099125,0.47212867938112874,0.47923539354603684,0.823506097677654,1.17510284652611,0.8937819331854691,-0.23281713610033503,0.5328173974093334,-0.07685058273675176
1,4.521598162918076,-0.3246622529195505,-0.14900971853069714,-0.5464125041639984,0.19356393842689856,-1.8927563345575935,-0.4043706231907005,-0.5028697810440268,-0.14990330387961814
1,3.3320646479804625,0.07363957640581302,0.29933702324871353,2.1223550753761287,1.2267324358093465,-0.9659168375373437,-2.664015703099507,-0.25806508880809714,1.1699746299386329
0,-2.385795473797661,0.09376020525559807,1.4469901783318881,-1.0978085720115647,2.3359859406147145,-1.2178305113599885,1.39455654608587,0.2084636963487383,1.0496524447163325
1,3.908349596889567,0.45588555908809353,-2.74354084651373,1.3406878334431727,0.17238576691724586,0.6226439087472911,-1.9015465195340027,0.7467368457554916,1.65196468016151
0,-5.080770391821067,0.7056117303087844,-1.8618703031794743,-0.9484760688955386,1.131784583152989,-1.1070607256906497,1.7686976352348154,-0.45709252478717144,1.5255093110018763
0,-4.604905588522781,-1.9276351678456507,-3.358445552957271,1.5836377067588963,-1.7127642162625782,-1.0522481961042018,1.010559696786884,-0.684035334591298,0.25287708875092896
1,2.5517970238497063,-3.513777603340484,-3.3640328533434642,-1.9951846604451782,0.8639540066920905,1.5315466130943416,-0.7559888467271051,0.7730982253013371,-0.7215870635171691
1,6.149357396124325,0.5050474035233999,-2.1152683501905583,1.5960351472135088,1.0115814314595386,0.1435963136563766,-1.7636830100941534,-0.46189058823116996,-0.2852182355417635
0,-6.4135813119901774,-0.9933257502665611,-0.0791380142413263,-1.4342059169017165,1.6398988830313153,-1.8962174485688603,0.4732199050286585,0.1866908107295801,-1.1282226852054813
1,2.8753635709794283,-3.486955349743444,1.6819430535230528,-1.6859711666947994,2.0712297633904737,0.15777954420786666,1.7070668885368836,0.9631262151926507,0.8322208069727474
0,-1.1593387025551496,-2.231770934549611,1.4758869250695896,2.4790482828146505,-1.9164332239802782,-0.03002944258032662,-1.2680925642350522,-1.0930085843616903,0.5163377989941116
0,-5.855769091337038,2.9712754154507532,2.1753975525638545,0.1979018198524308,0.8908594998316811,0.22158618836844254,-0.3383478367732738,-0.4407308891651489,-0.4189549665054306
1,6.601295554171794,2.627046321525068,1.0031596941732985,-0.5151809873153272,0.14045995313148857,-1.2498782167941156,-0.7352274534926174,0.2702172303300382,-1.7306341446918945
1,6.419815890277802,-0.7774824906233154,-0.3870789612526701,-1.2543714725098212,-1.4756210498451376,-0.6207862401862051,1.5402296640616153,1.17663123289791,3.1576227123000202
0,-6.29668531286364,-0.8957809441449687,1.044422059469304,1.371457924246783,-0.7853500370719122,2.334158947871388,-0.2634596762718414,-0.8631201318679057,2.2800890010097175
1,2.027847879754549,-0.5292713557827717,-4.362555640591508,-0.806174827983019,-1.0206158099822726,-0.9826423452063198,-1.8702178269449057,1.4787402417156563,-0.401552519018394
0,-4.281314138273607,-0.11177786186032987,-3.564716807922265,0.2990515946868435,1.4236201781117235,0.708223399916669,1.4866300379700514,-1.407404549861421,0.6778982898107211
1,8.084017605269189,8.203836097465564,0.7454250411892402,1.1265324633769187,1.066719149770577,-0.313100155523146,0.7582690604586142,-0.6668457073421372,1.5262042845464332
0,-8.467289871904672,5.873878398180533,2.3542479550754845,-1.2218626227136302,0.5950366487513195,-1.0359206939190522,-2.036757162391511,1.3125603704271147,1.4745639947678182
0,-5.655541825808302,-0.6010041749181891,-3.6177631783958866,0.5869715817234172,0.7366278644236809,1.50431001134675,0.1671266532427485,0.15882707074037328,-0.03816665310396885
1,3.084301302099526,-1.0762051991165271,-4.56779899323467,-1.3144698607993008,-0.6947893309981612,-1.6237808077766542,-0.5445092636619837,-0.1642169920463487,-0.4088028893290987
1,7.069735151982371,6.358494795863258,-0.7572426551756943,1.9565465888369227,0.6392396857774435,0.36442398911899804,1.527826128185816,-0.08076298834070013,0.7683196211831081
0,-7.405893971762849,4.6592539218154885,1.1551095070356054,-2.1146473727101474,-0.17046785640098364,-0.4633762884522628,-1.3144269045401658,-0.44517237482827704,-0.15946459830963264
0,-2.7409323567285226,-0.3972141975428905,0.3518550672214393,0.19733446695863288,-0.4848915716567349,2.811600455529104,-0.33123871071067773,-2.980180780080991,2.846593018859029
1,1.9654062195545443,-1.4847987828861162,0.2652340051882954,-0.6852492884611392,-2.0866654842793517,-1.3998257916650771,1.035894691464296,3.344973034953731,1.5882986745048362
1,-1.355509562752594,-7.750568542830218,1.3073037227474074,0.19610650612368682,-1.6033239369596133,-2.166147299642874,1.4515819145791589,1.4092669593905227,2.432236240443203
0,2.803633222339852,-7.442074954492131,0.6801175378015969,0.8890942380970693,1.1466406107963922,2.6655522570865378,-0.9259010841575334,-1.4791871058010617,2.945153209854349
0,-5.987520808182371,-2.391805441405889,-2.3024623503177417,0.3467462131699964,0.336879160923932,-4.032542185136924,-0.9092397483428492,0.3282490852069235,0.16992621960881818
1,4.4384701565233815,-1.0779694408926683,-3.379341058473495,-0.1037115005063115,2.9304890131945514,1.6793997485887986,-0.8951258983446795,-0.1277375073722331,0.3160014102516513
0,-2.304505445024298,0.3627439045284784,0.0530409900390727,1.7691991133438387,2.3705611988369726,1.2778943942129566,-0.013938051703305695,0.17640778179067068,-0.5414393310816975
1,2.3212460931883783,0.3490706365493596,-0.329942412614787,-1.7547572888086314,-0.8152372060285369,-2.3865103620032624,-0.7672742953949856,-0.3214796162106301,-0.9430444009624114
0,-2.549994580591867,-3.1509112033074698,0.4445260554357236,2.8648203117026285,0.5016798113138374,3.3975959238853783,-0.8793884142304202,-0.3334148532044701,1.8044071081912074
1,2.889974096751735,-4.183774834538741,0.2617336045827314,-2.6912257788987564,-1.3528712900803241,-2.8922479730636366,1.0616303025240539,0.3849046409286199,1.9904914214577263
1,5.840337285522666,-4.048584620999851,-1.5606776267872193,-0.09806980228616821,0.36321392101988564,-1.3832217537003009,-0.29418461986025213,2.9735466020698675,0.7615923312382672
0,-5.743679438937181,-4.435105835820514,-0.03198302361814786,0.8110259442377775,1.4814041612242868,0.19693541068342363,-0.38952055541481323,-2.863678563105613,0.5740956508963283
0,-1.0241633057755952,-2.076260785522078,0.5836122401693863,1.0030800385410399,3.8502181500254817,-0.3548089052584192,1.1476165661336089,-0.6963196683066146,-1.0743687038113143
1,2.211444777384628,-2.326947727748166,0.1481999689740549,-0.14827676140532028,-0.27277287100085834,-1.824132561405357,-2.5032404464245657,0.34058143722196754,-0.7932031108173238
1,3.204065267697603,-0.3230706659342857,-1.384433095326634,0.7245209369808672,0.40669295776252634,-1.4208771606742119,-0.7857479956528883,0.936219919341499,0.6150940425857813
0,-3.37592167969649,-0.3563930551462341,-0.4979265727269406,0.11587641269174424,2.22945015894067,-0.07144026177004016,0.11808246416163638,-0.9034681339380863,0.6936775711103249
1,5.968238361882328,4.762345281331991,-0.8195317372744213,-0.42735460778863377,1.0002574830731465,-1.9462038669582267,1.217765614247855,0.08201066034192958,0.4839957224970536
0,-6.552466825885721,3.9867815414261263,0.6512294504644285,0.2644315915657853,0.8690185157643847,0.7484294866750263,-2.2288316964516457,-0.287177537826094,0.3430549326917827
1,4.916984685902295,0.8125025389720167,-1.3727286320812684,-0.2028693715050728,-0.5094917390347968,-0.9206351203443405,0.25281301428849484,1.0395791838606818,-0.248962671128125
0,-5.841543090350244,0.45992587572577615,-0.2985758770643946,0.018468743336839347,0.5295966963236687,0.8631255729242334,-0.3660920385280755,-0.7986161601110012,0.5280808836264616
1,0.45125810624315316,-5.7403759606365945,0.021187811546514987,0.7814511453378908,-2.213519096567524,-0.32529779726200425,-0.21952761943963076,-1.2113649866883243,-0.1931910668364124
0,0.7778460836298198,-5.475330245925037,-0.06751398942139182,-0.328087650564494,0.5837166686455894,1.799085113364124,1.5876160848792682,0.5786440936656131,-0.6439776922461177
1,2.8911991506693058,-6.7119903317533565,-3.509722449900348,1.9933525682710693,0.6870463791693996,-0.3893632732123177,-2.299809576974282,0.8148538316680723,0.3564580647305381
0,-3.845608537820831,-6.947230033732732,-2.2250762764697365,-1.1443045564596395,1.963158396176361,-1.311684933434047,1.328653626134316,-1.0192367834810772,0.19505496859297566
1,1.1853693525714095,-2.3535390340054674,-4.678053485412517,-1.4672834039432834,-1.611983656579978,-1.272412679588176,-1.0462511240405878,-1.4418384968006153,0.9479512495712186
0,-3.373513939142966,-1.6414990724848502,-4.355711402573373,1.3970825283951736,1.2697707020425177,1.918776626248793,1.6997301475580961,1.1137332570854137,0.46936844705886055
0,-2.292305509403086,-0.5145980051495588,-3.9160320258632373,2.039974745765446,0.23093630362195505,-1.4108790203713584,-1.5079702577872596,0.5364148887674232,0.45381534632984827
1,0.27837826844011626,-0.887320763039497,-3.734391064279346,-1.2010051400293655,3.128114288613526,-0.4676517482665335,0.8295006039637318,-0.38666271346094305,0.575197574023406
1,2.977315090124451,-7.218939170707694,1.666681306426489,0.3738654829556945,1.0260533234237499,2.85403332126951,-3.275808211804914,-0.4688300108577585,1.768929052091553
0,-0.5006584949594056,-7.039546342029201,2.7766842872728255,0.7867939377306085,-0.7912734407797577,-2.863189891114039,3.420925838312422,0.26345859808045496,1.318720338180352
0,0.5236020683530287,-1.915778577270438,-0.38802231105038415,0.9294656741347035,1.6243135856437987,-2.597819651798986,-1.351108003881656,-3.5751232976261482,0.7659475597916989
1,0.44250389436922716,-2.967116790566024,-0.33742054552358336,0.4379809468247195,4.127573383891195,-1.0015410488272458,-0.9188360125797087,3.35942957705344,-0.7696700290721173
0,-2.4652525220716037,-0.4707155608064105,-3.1673808199004774,4.380257235607965,-0.6830250735991088,0.6486240047219963,1.3778064430442103,-0.10851887014639289,1.6698099610597974
1,-0.0025534824702600077,-1.2011986611096592,-2.847154282526594,-5.036107300522903,-1.6856707980546906,0.8087584650331994,-0.5833380660153216,0.6401532950421884,1.3783342466898747
1,2.450086629124529,1.0284754859250942,-6.318840916237709,1.6599398925145001,-0.7541799558693406,0.6817251566560371,-0.099143318911924,0.915094552810397,1.5214817119734358
0,-7.508878703030855,0.359740804667932,-4.83181277173086,-2.319555807465637,-0.6096172074636866,-0.0913533993228925,0.5800594034815219,0.1989956791572279,2.0825272330804037
1,3.467448727409601,-1.6294873590048398,-2.161223797681561,0.6426241806454936,-1.3365516980917984,0.4980031934547454,-1.2555085119479894,0.4338677259248449,1.0244965033091904
0,-4.465037970200093,-2.8492858732458606,-0.9100740173750618,-0.7582198126052775,0.8686337368321368,-0.23745716104073353,1.2676257397360766,-0.16870542194621238,-0.1783759052581812
